MaterialComposition,Tcurie (degree C),T (degree C),epsilon,Frequency (Hz),PaperID,,,,,
"Ba,0.91,Ca,0.09,Ti,0.86,Zr,0.14,O,3",45,114.6899968,3698.263215,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.91,Ca,0.09,Ti,0.86,Zr,0.14,O,3",45,125.4415693,2980.525067,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.91,Ca,0.09,Ti,0.86,Zr,0.14,O,3",45,134.5870919,2550.96966,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,15.45001,1605.03258,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,25.96946,2349.82147,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,34.72165,2992.58395,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,41.44208,3750.56832,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,45.50560,4703.86154,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,53.32005,5789.42743,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,61.52522,6463.96635,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,67.54235,7277.75324,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,70.2774,8050.8508,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,72.46545465,8832.086218,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,73.55947793,9540.080819,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,74.65350122,10348.44247,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,75.74752451,11070.00019,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,76.29453616,11742.73069,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,76.8415478,12404.6107,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,77.20622223,13218.3976,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,77.93557109,14269.0869,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,79.94083376,15260.23761,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,81.7646526,16222.83662,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,87.2180,15022.3714,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,90.5168389,14401.10122,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,91.06385054,13641.56678,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,93.79890876,12692.14874,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,96.53396698,11672.20249,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,98.61261123,10790.05749,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,100.9100601,10093.45591,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,103.6451184,9198.290322,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,106.9271882,8251.042373,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,109.297572,7532.739805,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,113.3350389,6675.550939,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,118.4144327,5861.764041,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,123.3375375,5119.59039,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,129.3546656,4386.097133,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,137.5598403,3633.796357,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,148.5001,2902.5390,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,160.5343,2352.1231,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.88,Ca,0.12,Ti,0.88,Zr,0.12,O,3",81,171.4746,2042.3909,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,11.2691367,2070.006011,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,23.30339287,2067.040151,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,35.33764903,2108.562193,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,47.3719052,2197.537996,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,59.40616137,2366.592023,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,71.44041754,2666.143894,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,81.83363878,3192.584065,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,88.50718083,4017.982936,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,91.57044604,4898.84339,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,93.86789495,5938.476223,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,94.96191823,6830.211498,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,96.16534385,7476.175831,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,97.14996481,8265.687794,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,97.69697645,9527.166964,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,97.69697645,8885.552559,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,98.29114027,11310.63751,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,98.35339043,10425.42713,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,100.1145124,12115.37423,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,103.1670929,13068.00849,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,109.0225564,11950.67265,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,111.1899303,11108.36585,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,113.4509118,10314.50396,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,115.7483607,9448.324516,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,117.9364073,8689.805791,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,120.6714655,7874.194259,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,125.0475587,6908.510205,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,129.9706635,5973.819389,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,134.8937682,5192.463542,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,140.9108963,4421.438773,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,148.5690593,3686.029042,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,158.9622806,2971.627486,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.82,Ca,0.18,Ti,0.92,Zr,0.08,O,3",103,169.3555018,2478.923975,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,34.0667426,1296.644157,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,46.28472787,1439.790231,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,59.20422426,1551.968273,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,70.72069841,1834.258704,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,80.16186885,2400.457103,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,85.71549852,3143.715803,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,88.04802298,3986.799029,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,90.26947485,5037.560671,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,92.49092671,6219.830276,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,92.93521709,7087.869634,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,94.71237858,8115.256216,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,95.71203192,9002.981466,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,96.26739489,9670.286723,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,96.44921436,10582.08973,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,97.87900869,11600.58924,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,100.1549357,12315.06304,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,105.3435115,11174.49664,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,106.870229,10458.61298,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,107.7448962,9908.997546,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,110.0403965,9110.401337,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,112.3729209,8172.918831,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,115.1497358,7359.131933,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,117.9265506,6659.275201,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,122.3694543,5853.626172,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,127.367721,5002.405077,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,133.4767137,4217.914508,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,141.8071582,3445.721163,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,152.9144175,2739.781579,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,165.1324028,2198.243389,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,177.350388,1849.054829,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,0.76,Ca,0.24,Ti,0.96,Zr,0.04,O,3",100,185.1254696,1673.474141,No Frequency,2009_liu_largePiezoelectric_BZT-xBCT,,,,,
"Ba,1,Ti,1,O,3",140,22.14903918,246.5858646,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,32.10306767,246.725573,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,39.25868333,248.1976499,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,49.81684982,246.7112727,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,57.92768745,246.7263803,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,66.26593175,246.7871042,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,74.24200989,246.8578401,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,83.16982702,246.5821977,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,91.20486244,246.8300803,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,99.92211784,248.7026944,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,108.2603621,250.8557532,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,116.5228042,252.7935315,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,124.4399251,253.5519211,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,133.1992928,254.0675248,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,140.7795149,255.4002033,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,150.3811296,252.7282532,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,157.9383813,244.4752618,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,167.7314157,239.6708368,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,175.6485365,232.6981025,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,184.2899897,227.9643039,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,193.0830473,225.571643,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,201.8424151,223.598049,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,209.7595359,222.1255541,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Ti,1,O,3",140,218.0977802,221.3747057,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,22.52805029,356.717299,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,30.86629459,358.2067283,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,38.82552778,360.9952948,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,47.54278319,359.9597747,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,55.59676916,354.5022728,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,64.21927179,348.7361177,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,72.55751609,341.9830156,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,80.97998508,334.6753889,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,89.23400469,329.2376605,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,97.57224899,323.4990238,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,107.4265377,315.9228464,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,115.764782,310.6209934,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,124.1030263,304.8541772,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,132.4412706,296.6582798,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,140.7795149,286.7687888,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,149.1177592,279.2971071,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,157.4560035,271.8254253,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,165.7942478,263.5083557,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,174.1324921,256.9243312,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.05,Ti,0.95,O,3",38,182.0917253,252.1509034,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,24.04409471,238.8185749,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,32.38233901,236.676359,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,40.72058331,234.7419676,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,49.05882761,230.3982208,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,57.39707191,225.0963679,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,65.73531621,217.8642127,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,74.07356051,212.8018863,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,82.41180481,208.3736007,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,90.75004911,203.5226213,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,99.08829341,199.3479521,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,107.4265377,195.722785,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,115.764782,192.9430058,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,124.1030263,189.8673408,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,132.4412706,185.734941,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,140.7795149,180.5880758,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,149.1177592,176.2231944,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,157.4560035,173.3377417,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,165.7942478,169.0322387,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,174.1324921,163.2453948,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.1,Ti,0.9,O,3",25,180.1966698,158.7936039,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.15,Ti,0.85,O,3",17,0.545406224,164.7302534,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.15,Ti,0.85,O,3",17,8.883650524,165.6701806,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.15,Ti,0.85,O,3",17,17.22189482,166.2296834,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.15,Ti,0.85,O,3",17,25.56013912,160.6178549,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.15,Ti,0.85,O,3",17,33.14036122,152.8067245,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.15,Ti,0.85,O,3",17,37.68849447,143.0049668,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.15,Ti,0.85,O,3",17,46.02673877,137.2904841,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.15,Ti,0.85,O,3",17,54.36498307,132.6508516,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.15,Ti,0.85,O,3",17,62.70322737,129.7019948,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Sn,0.15,Ti,0.85,O,3",17,69.90443836,126.2661566,1000,2004_zhai_dielectricProperties_BST,,,,,
"Ba,1,Zr,0.5,Ti,0.5,O,3",-170,-236.7599238,493.3815402,100,2006_Maiti_electricField_BZT,,,,,
"Ba,1,Zr,0.5,Ti,0.5,O,3",-170,-229.3499218,525.2409418,100,2006_Maiti_electricField_BZT,,,,,
"Ba,1,Zr,0.5,Ti,0.5,O,3",-170,-224.8409406,562.0511569,100,2006_Maiti_electricField_BZT,,,,,
"Ba,1,Zr,0.5,Ti,0.5,O,3",-170,-220.3428773,608.6438128,100,2006_Maiti_electricField_BZT,,,,,
"Ba,1,Zr,0.5,Ti,0.5,O,3",-170,-216.2631835,659.4721646,100,2006_Maiti_electricField_BZT,,,,,
"Ba,1,Zr,0.5,Ti,0.5,O,3",-170,-215.4709602,690.8869098,100,2006_Maiti_electricField_BZT,,,,,
